timestamp,attempt,serial,user_input,pattern_correct,first_wrong_attempt,last_wrong_attempt,numbers_wrong_attempt,first_wrong_total,last_wrong_total,numbers_wrong_total,speed_ms
2025-09-24T21:22:17.825108,1,56 13 67 64 40 45 21 8 68 76,40 36 26 27 28 29 30 31 32 33,1,1,1,9,1,1,9,
2025-09-24T21:23:13.972332,2,32 9 56 51 21 69 95 18 45 32,69 95 18 71 72 73 74 75 76 78,1,1,1,7,2,2,16,
2025-09-24T21:24:10.640546,3,76 15 32 9 3 97 36 63 32 53,9 15 97 3 41 42 43 45 56 47,1,1,1,6,3,3,22,
2025-09-24T21:25:06.172761,4,46 99 2 67 6 36 94 89 71 10,2 6 95 94 10 41 42 43 45 46,0,1,1,5,4,4,27,
2025-09-24T21:25:53.351601,5,21 5 49 20 8 23 64 72 78 11,5 8 20 21 22 23 36 37 38 39,1,1,1,5,5,5,32,
